unique_id,experiment,age,gender,party,politics,AMP_domain,AMP_effect,IA_AMP_domain,IA_AMP_effect,influence_rate,influence_general,IA_AMP_uninfluenced_effect_positive_negative,IA_AMP_influenced_effect_positive_negative
5_550698544,5,49,female,NA,NA,Generic valence,0.6,Generic valence,0.9,0.87,5,-0.75,-0.92
5_551032787,5,24,male,NA,NA,Generic valence,0.7,Generic valence,0.7,0.78,4,-0.55,-0.75
5_554294865,5,35,male,NA,NA,Generic valence,0,Generic valence,0,0,1,0,NA
5_558953516,5,21,female,NA,NA,Generic valence,0.63,Generic valence,0.9,0.9,6,-0.25,-1
5_559558041,5,20,male,NA,NA,Generic valence,0.47,Generic valence,0.6,0.1,4,-0.56,-1
5_562497132,5,24,male,NA,NA,Generic valence,0.1,Generic valence,0.03,0.25,2,0.38,-1
5_562700758,5,41,male,NA,NA,Generic valence,0.87,Generic valence,0.13,0.1,5,-0.04,NA
5_565402374,5,41,female,NA,NA,Generic valence,0.17,Generic valence,0.27,0.32,3,-0.15,-0.51
5_565618261,5,26,male,NA,NA,Generic valence,0.83,Generic valence,0.8,0.75,6,-0.59,-0.87
5_570870348,5,26,female,NA,NA,Generic valence,0.13,Generic valence,0.1,0.15,3,0,-0.83
5_576529618,5,29,female,NA,NA,Generic valence,0.03,Generic valence,0,0,1,0,NA
5_577757899,5,33,male,NA,NA,Generic valence,0.63,Generic valence,0.63,0.22,3,-0.66,-0.52
5_577758862,5,38,female,NA,NA,Generic valence,0.17,Generic valence,0.2,0.22,4,-0.05,-0.78
5_580168797,5,44,male,NA,NA,Generic valence,0.73,Generic valence,0.73,0.38,3,-0.56,-1
5_580386458,5,25,female,NA,NA,Generic valence,0.13,Generic valence,0.17,0.37,4,0.01,-0.4
5_580932903,5,27,female,NA,NA,Generic valence,0.07,Generic valence,0.07,0.03,6,-0.06,NA
5_582727002,5,50,female,NA,NA,Generic valence,0.57,Generic valence,0.37,0.92,7,-0.17,-0.39
5_589257682,5,34,female,NA,NA,Generic valence,0,Generic valence,0.07,0,1,0.07,NA
5_590813284,5,52,male,NA,NA,Generic valence,0.03,Generic valence,0.1,0.2,3,0.2,-0.2
5_591922197,5,37,female,NA,NA,Generic valence,0.67,Generic valence,0.77,0,1,-0.77,NA
5_593263598,5,26,female,NA,NA,Generic valence,0.17,Generic valence,0.13,0.15,4,0.28,-0.83
5_594636730,5,31,female,NA,NA,Generic valence,0.07,Generic valence,0.03,0.12,2,0.07,-0.25
5_602548494,5,46,male,NA,NA,Generic valence,0,Generic valence,0,0,1,0,NA
5_603431960,5,21,male,NA,NA,Generic valence,0.07,Generic valence,0,0.42,4,0.39,-0.38
5_611666838,5,32,female,NA,NA,Generic valence,0.03,Generic valence,0,0,1,0,NA
5_613037481,5,26,female,NA,NA,Generic valence,0.17,Generic valence,0,0,1,0,NA
5_617319702,5,25,male,NA,NA,Generic valence,0.7,Generic valence,0.37,0.13,3,-0.34,-0.67
5_618473921,5,24,female,NA,NA,Generic valence,0.07,Generic valence,0.2,0.33,3,0.2,-1
5_625329770,5,53,male,NA,NA,Generic valence,0.1,Generic valence,0.23,0.25,3,-0.07,-0.71
5_639900562,5,49,male,NA,NA,Generic valence,0.93,Generic valence,0.77,0.95,5,NA,-0.75
5_640382841,5,25,female,NA,NA,Generic valence,0.07,Generic valence,0,0.27,4,0.21,-0.71
5_641691918,5,23,male,NA,NA,Generic valence,0.03,Generic valence,0.47,0.6,6,-0.25,-0.61
5_649971045,5,30,male,NA,NA,Generic valence,0.03,Generic valence,0.37,0.9,3,-0.33,-0.37
5_652253420,5,30,female,NA,NA,Generic valence,0.07,Generic valence,0,0,1,0,NA
5_653157631,5,19,male,NA,NA,Generic valence,0.67,Generic valence,0.83,1,7,NA,NA
5_659185310,5,31,male,NA,NA,Generic valence,0.37,Generic valence,0.57,0.95,6,NA,0.59
5_659802904,5,28,female,NA,NA,Generic valence,0.7,Generic valence,0.6,0.83,6,-0.42,-0.63
5_663590307,5,30,female,NA,NA,Generic valence,0.57,Generic valence,0.37,0.97,6,-1,-0.34
5_663722728,5,55,female,NA,NA,Generic valence,0.33,Generic valence,0.43,0.27,2,0,-0.5
5_670738183,5,44,female,NA,NA,Generic valence,0,Generic valence,0.07,0,1,0.07,NA
5_673158967,5,20,male,NA,NA,Generic valence,0.1,Generic valence,0.03,0.27,3,0.22,-0.63
5_674354661,5,36,female,NA,NA,Generic valence,0.13,Generic valence,0.3,0.18,2,0,-1
5_675361479,5,36,male,NA,NA,Generic valence,0,Generic valence,0,0,1,0,NA
5_685225112,5,25,female,NA,NA,Generic valence,0.03,Generic valence,0.07,0,1,-0.07,NA
5_685423578,5,30,female,NA,NA,Generic valence,0.7,Generic valence,0.73,0.15,3,-0.72,NA
5_689331768,5,53,female,NA,NA,Generic valence,0.4,Generic valence,0.53,0.18,4,-0.41,NA
5_694368279,5,39,female,NA,NA,Generic valence,0.2,Generic valence,0.07,0.15,2,0.18,-0.57
5_697556235,5,31,female,NA,NA,Generic valence,0.27,Generic valence,0.2,0.05,2,-0.16,-1
5_698743276,5,25,female,NA,NA,Generic valence,0.07,Generic valence,0.27,0.28,3,0.12,-0.6
5_700296587,5,56,female,NA,NA,Generic valence,0.07,Generic valence,0.5,0.28,3,-0.3,-0.83
5_702411223,5,34,female,NA,NA,Generic valence,0.17,Generic valence,0.07,0.17,2,0.05,-0.83
5_702752991,5,27,male,NA,NA,Generic valence,0.4,Generic valence,0.63,0.22,3,-0.64,-0.62
5_706947568,5,22,female,NA,NA,Generic valence,0.7,Generic valence,0.57,0.7,4,-0.32,-0.68
5_707709361,5,30,male,NA,NA,Generic valence,0.23,Generic valence,0.03,0.03,2,0.07,-1
5_712739175,5,31,female,NA,NA,Generic valence,0.07,Generic valence,0.4,0.03,3,-0.41,0
5_718021052,5,29,female,NA,NA,Generic valence,0.03,Generic valence,0.1,0.02,1,0.09,NA
5_723869894,5,40,male,NA,NA,Generic valence,0.9,Generic valence,0.93,0.98,7,NA,-0.97
5_724120034,5,62,male,NA,NA,Generic valence,0.1,Generic valence,0.07,0.23,3,0.15,-0.89
5_724384632,5,25,male,NA,NA,Generic valence,0.07,Generic valence,0.13,0.1,2,-0.04,NA
5_728740624,5,35,male,NA,NA,Generic valence,0.33,Generic valence,0.37,0.55,5,0.15,-0.8
5_729193027,5,25,male,NA,NA,Generic valence,0.27,Generic valence,0.37,0.13,2,-0.39,0
5_734143895,5,40,male,NA,NA,Generic valence,0.1,Generic valence,0,0.03,2,0.07,NA
5_734893857,5,30,male,NA,NA,Generic valence,0.8,Generic valence,0.7,0.83,6,-0.83,-0.67
5_737917623,5,52,male,NA,NA,Generic valence,0.07,Generic valence,0.03,0,1,-0.03,NA
5_742682526,5,30,female,NA,NA,Generic valence,0.3,Generic valence,0.17,0.27,4,-0.14,-0.27
5_745800901,5,28,male,NA,NA,Generic valence,0.03,Generic valence,0,0.03,1,0,0
5_747774911,5,46,male,NA,NA,Generic valence,0.13,Generic valence,0.63,0.62,6,-0.05,-0.94
5_752576015,5,18,female,NA,NA,Generic valence,0.73,Generic valence,0.43,0.77,5,-0.38,-0.46
5_755818443,5,38,female,NA,NA,Generic valence,0.07,Generic valence,0.03,0.25,3,0.29,-1
5_761790772,5,23,female,NA,NA,Generic valence,0.03,Generic valence,0.77,0.98,6,NA,-0.8
5_762328347,5,31,male,NA,NA,Generic valence,0.23,Generic valence,0.1,0.12,3,0.13,0.2
5_769145415,5,34,male,NA,NA,Generic valence,0.1,Generic valence,0.07,0.88,6,-0.6,-0.05
5_770187176,5,20,female,NA,NA,Generic valence,0.3,Generic valence,0.07,0.48,4,0.43,-0.39
5_771393402,5,33,male,NA,NA,Generic valence,0.6,Generic valence,0.2,0.78,4,0.38,-0.36
5_773867391,5,62,male,NA,NA,Generic valence,0.23,Generic valence,0.2,0.28,3,0.07,-0.67
5_774797699,5,29,female,NA,NA,Generic valence,0,Generic valence,0,0,1,0,NA
5_777022764,5,31,female,NA,NA,Generic valence,0.47,Generic valence,0.23,0.22,4,-0.06,-0.86
5_777312037,5,33,female,NA,NA,Generic valence,0.27,Generic valence,0.47,0,1,-0.47,NA
5_788801514,5,32,female,NA,NA,Generic valence,0.1,Generic valence,0.53,0.12,2,-0.43,NA
5_793290647,5,39,male,NA,NA,Generic valence,0.33,Generic valence,0.07,0.08,2,-0.06,-0.17
5_798304334,5,24,male,NA,NA,Generic valence,0.07,Generic valence,0.37,0.48,5,0.35,-0.86
5_804690348,5,37,female,NA,NA,Generic valence,0.67,Generic valence,0.83,0,1,-0.83,NA
5_804926324,5,30,male,NA,NA,Generic valence,0.07,Generic valence,0,0,1,0,NA
5_806189096,5,26,male,NA,NA,Generic valence,0.83,Generic valence,0.63,0.42,5,-0.32,-1
5_816100564,5,29,female,NA,NA,Generic valence,0,Generic valence,0,0.58,4,0,0
5_818950202,5,38,female,NA,NA,Generic valence,0.13,Generic valence,0.07,0,1,-0.07,NA
5_819177542,5,50,male,NA,NA,Generic valence,0.07,Generic valence,0.47,0.42,3,-0.09,-1
5_824288176,5,40,male,NA,NA,Generic valence,0.03,Generic valence,0.43,0.23,3,-0.26,-1
5_825327997,5,24,male,NA,NA,Generic valence,0.07,Generic valence,0.1,0.05,2,0,NA
5_833363030,5,37,male,NA,NA,Generic valence,0.03,Generic valence,0.13,0.87,3,0,0.15
5_834362450,5,30,female,NA,NA,Generic valence,0.9,Generic valence,0.9,0.87,6,-1,-0.89
5_835934101,5,32,male,NA,NA,Generic valence,0.03,Generic valence,0.23,0.17,3,-0.09,-1
5_836810172,5,42,female,NA,NA,Generic valence,0.1,Generic valence,0.07,0.25,2,0.16,-0.23
5_838378230,5,30,female,NA,NA,Generic valence,0.17,Generic valence,0.13,0.05,2,-0.09,-1
5_839923697,5,28,male,NA,NA,Generic valence,0.37,Generic valence,0.03,0.22,3,0.07,-0.12
5_847325847,5,39,female,NA,NA,Generic valence,0.03,Generic valence,0.3,0.28,2,-0.01,-0.92
5_848279411,5,27,male,NA,NA,Generic valence,0.4,Generic valence,0.97,0.63,4,NA,-0.97
5_848279434,5,47,female,NA,NA,Generic valence,0.3,Generic valence,0.27,0.38,4,0,-0.73
5_850835713,5,54,male,NA,NA,Generic valence,0,Generic valence,0.43,0.42,4,0,-1
5_850846837,5,25,female,NA,NA,Generic valence,0.83,Generic valence,0.7,0,1,-0.7,NA
5_852658454,5,21,male,NA,NA,Generic valence,0.77,Generic valence,0.83,1,7,NA,NA
5_864516972,5,49,male,NA,NA,Generic valence,0.03,Generic valence,0.03,0,1,-0.03,NA
5_870019599,5,38,male,NA,NA,Generic valence,0.7,Generic valence,0.13,0.2,4,0.02,-0.5
5_872187172,5,48,female,NA,NA,Generic valence,0,Generic valence,0.07,0.08,2,0.16,-1
5_873934556,5,48,male,NA,NA,Generic valence,0.1,Generic valence,0,0,1,0,NA
5_874439829,5,30,male,NA,NA,Generic valence,0.07,Generic valence,0.03,0.07,2,0.1,NA
5_888089443,5,39,female,NA,NA,Generic valence,0.03,Generic valence,0.27,0.23,2,-0.04,-1
5_890408292,5,26,male,NA,NA,Generic valence,0.43,Generic valence,0.57,0.7,6,-0.04,-0.59
5_891572260,5,34,male,NA,NA,Generic valence,0.07,Generic valence,0,0,1,0,NA
5_893323259,5,20,female,NA,NA,Generic valence,0.77,Generic valence,0.17,0.07,2,-0.1,-1
5_895346667,5,29,male,NA,NA,Generic valence,0.5,Generic valence,0.77,0.18,3,-0.71,-1
5_898699104,5,21,male,NA,NA,Generic valence,0.17,Generic valence,0.3,0.55,6,0.13,-0.58
5_900653247,5,28,male,NA,NA,Generic valence,0,Generic valence,0.23,0.93,5,0.33,-0.25
5_904062037,5,52,male,NA,NA,Generic valence,0,Generic valence,0,0,1,0,NA
5_904151564,5,33,female,NA,NA,Generic valence,0,Generic valence,0.2,0,1,-0.2,NA
5_908462411,5,40,female,NA,NA,Generic valence,0.33,Generic valence,0.13,0.35,5,-0.04,-0.71
5_913143616,5,20,male,NA,NA,Generic valence,0.1,Generic valence,0.5,0.48,5,-0.15,-0.83
5_915057176,5,54,female,NA,NA,Generic valence,0.47,Generic valence,0.2,0,1,-0.2,NA
5_918295972,5,24,male,NA,NA,Generic valence,0.03,Generic valence,0.2,0.07,2,-0.17,-0.67
5_925409847,5,34,male,NA,NA,Generic valence,0.1,Generic valence,0.07,0.02,2,-0.04,NA
5_926115461,5,22,male,NA,NA,Generic valence,0.97,Generic valence,0.03,0.05,2,0.03,-1
5_929309769,5,26,female,NA,NA,Generic valence,0.17,Generic valence,0.33,0.17,3,-0.17,-1
5_942420014,5,44,male,NA,NA,Generic valence,0.07,Generic valence,0.1,0.02,2,0.09,NA
5_942896505,5,20,male,NA,NA,Generic valence,0.5,Generic valence,0.53,0.7,5,-0.33,-0.62
5_943454472,5,21,male,NA,NA,Generic valence,0,Generic valence,0.07,0.05,2,-0.01,-1
5_945428108,5,65,female,NA,NA,Generic valence,0,Generic valence,0,0,1,0,NA
5_945540243,5,27,male,NA,NA,Generic valence,0.1,Generic valence,0.2,0.13,2,-0.08,-1
5_947925477,5,29,female,NA,NA,Generic valence,0,Generic valence,0.4,0.02,1,-0.43,NA
5_967257877,5,20,male,NA,NA,Generic valence,0.5,Generic valence,0.43,0.52,5,-0.21,-0.63
5_969948633,5,35,female,NA,NA,Generic valence,1,Generic valence,0.97,0.2,4,-1,0
5_977944306,5,31,female,NA,NA,Generic valence,0.73,Generic valence,0.87,0.9,6,-1,-0.85
5_978625298,5,32,female,NA,NA,Generic valence,0.03,Generic valence,0,0,1,0,NA
5_980601162,5,57,female,NA,NA,Generic valence,0.07,Generic valence,0.03,0.02,2,-0.01,NA
5_981832325,5,26,female,NA,NA,Generic valence,0.17,Generic valence,0.03,0.03,2,0.07,-1
5_982971467,5,18,female,NA,NA,Generic valence,0,Generic valence,0,0,1,0,NA
5_987889691,5,21,female,NA,NA,Generic valence,0.63,Generic valence,0.8,0.92,6,-0.67,-0.82
5_990004073,5,19,male,NA,NA,Generic valence,0.27,Generic valence,0.37,0.18,3,-0.2,-0.88
5_999172017,5,46,female,NA,NA,Generic valence,0,Generic valence,0,0,1,0,NA
